nomes,idade,cidade,estado,cpf,cnpj,cpf_status,cnpj_status
jeremy baker,26,ABADIA DE GOIÁS,GO,35837342206,25367177418202,Válido,Válido
amy miller,67,AÇAILÂNDIA,MA,62627430220,45083290252278,Válido,Válido
joseph hampton,78,ABADIA DOS DOURADOS,MG,47150864090,88583202282893,Válido,Válido
jennifer brown,38,ÁGUA CLARA,MS,32385684934,03445610532440,Válido,Válido
anna lewis,79,ACORIZAL,MT,90113736002,85176395787807,Válido,Válido
danny ramsey,67,ABAETETUBA,PA,42387477715,53643641698020,Válido,Válido
shane rasmussen,37,ÁGUA BRANCA,PB,49159442557,92159096346610,Válido,Válido
diana warner,44,ABREU E LIMA,PE,50299417115,74958659213691,Válido,Válido
cody lynn,81,ACAUÃ,PI,76930883778,62438971948950,Válido,Válido
isaac jones,23,ABATIÁ,PR,00301696071,91277851792640,Válido,Válido
christina rice,56,ANGRA DOS REIS,RJ,30406105545,86928548661878,Válido,Válido
kimberly wells,76,ACARI,RN,85746939447,58405373970083,Válido,Válido
ruth martin,81,ALTA FLORESTA D'OESTE,RO,53611835390,29278113704884,Válido,Válido
alyssa gray,47,AMAJARI,RR,55105222326,86737532147491,Válido,Válido
yolanda smith,54,ACEGUÁ,RS,35715868831,33515199451150,Válido,Válido
erica gamble,42,ABDON BATISTA,SC,37734212492,47246572557628,Válido,Válido
catherine davidson,87,AMPARO DE SÃO FRANCISCO,SE,27619259473,98553125879935,Válido,Válido
marisa stewart,45,ADAMANTINA,SP,34527762800,14010369768217,Válido,Válido
jessica davis,44,ABREULÂNDIA,TO,08890818166,09822537710150,Válido,Válido
kimberly martinez,28,ACRELÂNDIA,AC,53788671777,64772790908779,Válido,Válido
aaron walker,81,ÁGUA BRANCA,AL,12191564267,81506876834120,Válido,Válido
theresa brewer,45,ALVARÃES,AM,46777135022,99325200974453,Válido,Válido
renee nunez,43,SERRA DO NAVIO,AP,31384037519,97457074118607,Válido,Válido
tracy conrad,89,ABAÍRA,BA,27968560977,73191977563500,Válido,Válido
taylor burton,54,ABAIARA,CE,12347677241,68897923973260,Válido,Válido
laura orr,67,Brasília,DF,09165822803,37353057844919,Válido,Válido
keith hunt,58,AFONSO CLÁUDIO,ES,11888084197,82274247858360,Válido,Válido
edward wong,61,ABADIA DE GOIÁS,GO,79653483579,68306080570592,Válido,Válido
karen reynolds,30,AÇAILÂNDIA,MA,54933105111,96385809545065,Válido,Válido
stephen ellis,80,ABADIA DOS DOURADOS,MG,94272579037,36289864766468,Válido,Válido
sarah smith,54,ÁGUA CLARA,MS,48338117668,55559732480800,Válido,Válido
erin choi,49,ACORIZAL,MT,01085714756,08910222229061,Válido,Válido
james baldwin,20,ABAETETUBA,PA,31273083458,34103497587692,Válido,Válido
dillon smith,63,ÁGUA BRANCA,PB,92033950085,78893378603600,Válido,Válido
rodney norman,70,ABREU E LIMA,PE,49799233801,92241755776919,Válido,Válido
matthew smith,79,ACAUÃ,PI,77116719466,13305411509161,Válido,Válido
debbie thompson,85,ABATIÁ,PR,91707947740,96282279661011,Válido,Válido
edward tran,44,ANGRA DOS REIS,RJ,39478451979,24734388218410,Válido,Válido
jennifer bradley,63,ACARI,RN,26219213025,93720298975943,Válido,Válido
kevin chan,60,ALTA FLORESTA D'OESTE,RO,13283908451,94831909626042,Válido,Válido
anne ellis,65,AMAJARI,RR,22165999723,45482683253498,Válido,Válido
michael walker,28,ACEGUÁ,RS,95204898948,64679768575364,Válido,Válido
erika thomas,36,ABDON BATISTA,SC,88586245305,62055314315808,Válido,Válido
devon hernandez,25,AMPARO DE SÃO FRANCISCO,SE,39509900893,27456700961788,Válido,Válido
vanessa gomez,77,ADAMANTINA,SP,09053187812,06161816436046,Válido,Válido
toni ponce,23,ABREULÂNDIA,TO,38889676272,62461895420401,Válido,Válido
steven brown,32,ACRELÂNDIA,AC,67612822920,30955995864894,Válido,Válido
scott hernandez,84,ÁGUA BRANCA,AL,18869722228,20217274068610,Válido,Válido
sarah hale,63,ALVARÃES,AM,68365882450,41733650634726,Válido,Válido
tiffany gonzalez,88,SERRA DO NAVIO,AP,06163871480,84700936024057,Válido,Válido
jennifer sanders,90,ABAÍRA,BA,69452459930,21567354789802,Válido,Válido
heather moran,36,ABAIARA,CE,91690686405,44085615504441,Válido,Válido
christina lynch,35,Brasília,DF,38373226028,99763660047740,Válido,Válido
taylor watts,33,AFONSO CLÁUDIO,ES,63316308644,95032536386702,Válido,Válido
jonathan reid,88,ABADIA DE GOIÁS,GO,48479126167,76094600101587,Válido,Válido
michael olson,38,AÇAILÂNDIA,MA,50485404257,44978971541691,Válido,Válido
meghan bishop,64,ABADIA DOS DOURADOS,MG,61562794906,37199234261690,Válido,Válido
eileen kemp,32,ÁGUA CLARA,MS,53275495771,03514100669601,Válido,Válido
jamie little,36,ACORIZAL,MT,25689307300,94442306277534,Válido,Válido
amber mills,41,ABAETETUBA,PA,99239247939,30642423311333,Válido,Válido
ashley lee,62,ÁGUA BRANCA,PB,11245442759,39096423362264,Válido,Válido
lori buchanan,28,ABREU E LIMA,PE,57593898237,38398814690790,Válido,Válido
jenny murray,61,ACAUÃ,PI,82253981222,75494439200396,Válido,Válido
laura griffin,57,ABATIÁ,PR,29411563805,89016739537093,Válido,Válido
kelly cisneros,34,ANGRA DOS REIS,RJ,68965977207,31006870577717,Válido,Válido
cynthia larson,40,ACARI,RN,69471050995,76888885552457,Válido,Válido
kathy franklin,57,ALTA FLORESTA D'OESTE,RO,93779066602,76088728255330,Válido,Válido
kimberly davis,60,AMAJARI,RR,80638107830,88024616643060,Válido,Válido
kevin roach,64,ACEGUÁ,RS,43540058168,09949738153833,Válido,Válido
michael lee,78,ABDON BATISTA,SC,18611545265,22567771056586,Válido,Válido
veronica valenzuela,81,AMPARO DE SÃO FRANCISCO,SE,53211854681,78793957055617,Válido,Válido
joann vasquez,67,ADAMANTINA,SP,65590221706,58400979181455,Válido,Válido
christopher jones,58,ABREULÂNDIA,TO,32041585358,73787161667838,Válido,Válido
james wilkins,87,ACRELÂNDIA,AC,23942563703,91047171778300,Válido,Válido
kevin roberts,33,ÁGUA BRANCA,AL,64797592141,18400136079230,Válido,Válido
sean becker,55,ALVARÃES,AM,18671914232,05150136153860,Válido,Válido
christopher adams,80,SERRA DO NAVIO,AP,16249127615,82330315204166,Válido,Válido
jesse scott,70,ABAÍRA,BA,34134950112,80261072834308,Válido,Válido
natalie norton,19,ABAIARA,CE,86521848011,31009694657967,Válido,Válido
terrence hutchinson,84,Brasília,DF,60895646056,00339531918062,Válido,Válido
brandon johns,19,AFONSO CLÁUDIO,ES,48512072393,99480668317420,Válido,Válido
michael hunter,46,ABADIA DE GOIÁS,GO,69437811970,01930870663075,Válido,Válido
jose wallace,27,AÇAILÂNDIA,MA,92159469424,29339058962088,Válido,Válido
kelly jones,86,ABADIA DOS DOURADOS,MG,43606548478,50343865302486,Válido,Válido
ricky lozano,23,ÁGUA CLARA,MS,60055982875,04003566230395,Válido,Válido
thomas montes,77,ACORIZAL,MT,13475214458,80729057014034,Válido,Válido
joshua jones,44,ABAETETUBA,PA,60116531460,41833088312268,Válido,Válido
clayton sellers,80,ÁGUA BRANCA,PB,76536363817,55784101444317,Válido,Válido
carolyn roberson,32,ABREU E LIMA,PE,56801347055,34147573825945,Válido,Válido
stephanie evans,66,ACAUÃ,PI,90496363492,50983635039250,Válido,Válido
douglas peterson,56,ABATIÁ,PR,82628175835,35365114313320,Válido,Válido
pamela heath,69,ANGRA DOS REIS,RJ,67354614360,51901074130858,Válido,Válido
anthony andrews,85,ACARI,RN,32365343201,27863880475613,Válido,Válido
nicole black,86,ALTA FLORESTA D'OESTE,RO,96037020809,19934509357984,Válido,Válido
sonya elliott,21,AMAJARI,RR,99734764179,08855853387607,Válido,Válido
kristine hernandez,56,ACEGUÁ,RS,77102290268,80417501786054,Válido,Válido
marco michael,34,ABDON BATISTA,SC,94596069620,00086580455774,Válido,Válido
john ayala,53,AMPARO DE SÃO FRANCISCO,SE,68895191242,17192103518895,Válido,Válido
chad james,40,ADAMANTINA,SP,95979507159,36191579651424,Válido,Válido
michael proctor,21,ABREULÂNDIA,TO,67187332610,61779522515470,Válido,Válido
jennifer ellis,62,ACRELÂNDIA,AC,04799689851,39005469969265,Válido,Válido
tyler villanueva,40,ÁGUA BRANCA,AL,27515104503,80668956401272,Válido,Válido
lisa chang,66,ALVARÃES,AM,23839217857,75537395693934,Válido,Válido
brian cunningham,61,SERRA DO NAVIO,AP,07983717814,82412971587791,Válido,Válido
joshua pearson,89,ABAÍRA,BA,47677983103,66374743963710,Válido,Válido
robert jimenez,89,ABAIARA,CE,98776907139,58646597545548,Válido,Válido
nancy johnson,46,Brasília,DF,25290730150,43383672534270,Válido,Válido
joshua williams,70,AFONSO CLÁUDIO,ES,32358795445,89156049179362,Válido,Válido
mary simpson,30,ABADIA DE GOIÁS,GO,58185814112,95535792708337,Válido,Válido
scott carter,89,AÇAILÂNDIA,MA,44602416926,56576170025400,Válido,Válido
alexis patel,39,ABADIA DOS DOURADOS,MG,81888244100,96304551633404,Válido,Válido
cody taylor,31,ÁGUA CLARA,MS,64291609396,65833395580996,Válido,Válido
gloria jones,41,ACORIZAL,MT,51836598777,97599581820207,Válido,Válido
jody cherry,83,ABAETETUBA,PA,44676166400,97684942630007,Válido,Válido
april odonnell,50,ÁGUA BRANCA,PB,09975483127,78979810869958,Válido,Válido
dawn smith,25,ABREU E LIMA,PE,22051591270,14829232904656,Válido,Válido
kimberly baldwin,85,ACAUÃ,PI,97737761233,11612827396572,Válido,Válido
barbara pierce,43,ABATIÁ,PR,26417545920,54803287977838,Válido,Válido
michael mckinney,19,ANGRA DOS REIS,RJ,25558971193,11765203674668,Válido,Válido
christina wilson,51,ACARI,RN,02005734705,57976140051960,Válido,Válido
claudia colon,78,ALTA FLORESTA D'OESTE,RO,59613602968,11262495561331,Válido,Válido
kathy booth,42,AMAJARI,RR,16834590161,64012973212147,Válido,Válido
kristopher gonzalez,69,ACEGUÁ,RS,47898663942,50454334460708,Válido,Válido
danielle sweeney,46,ABDON BATISTA,SC,11684488915,61596330735380,Válido,Válido
eric miller,78,AMPARO DE SÃO FRANCISCO,SE,88166688301,78409111124624,Válido,Válido
tina west,80,ADAMANTINA,SP,87386849184,87706619283139,Válido,Válido
rebecca blackwell,21,ABREULÂNDIA,TO,18431153288,96001134259507,Válido,Válido
katelyn brooks,71,ACRELÂNDIA,AC,59780176209,56239386984488,Válido,Válido
kimberly bean,62,ÁGUA BRANCA,AL,58356202337,49246377824842,Válido,Válido
grant bender,27,ALVARÃES,AM,25659730809,79810844286965,Válido,Válido
matthew brown,87,SERRA DO NAVIO,AP,65235319613,13078276627790,Válido,Válido
edward leach,26,ABAÍRA,BA,88447080277,25497333712271,Válido,Válido
richard gray,35,ABAIARA,CE,60949227277,80398745766516,Válido,Válido
joel smith,38,Brasília,DF,18095422436,35574694021829,Válido,Válido
selena cline,33,AFONSO CLÁUDIO,ES,35697904797,21241331310206,Válido,Válido
jessica martinez,80,ABADIA DE GOIÁS,GO,01979572186,30920936112757,Válido,Válido
elizabeth delgado,81,AÇAILÂNDIA,MA,84729350278,36711592824582,Válido,Válido
nancy powell,30,ABADIA DOS DOURADOS,MG,91853640450,55351977715403,Válido,Válido
maria espinoza,86,ÁGUA CLARA,MS,53365412492,15886635742357,Válido,Válido
brenda brooks,56,ACORIZAL,MT,80322580609,59627388801966,Válido,Válido
norman lewis,29,ABAETETUBA,PA,77911801703,78743352811602,Válido,Válido
george pope,36,ÁGUA BRANCA,PB,32994664887,90256111338351,Válido,Válido
rebecca bush,18,ABREU E LIMA,PE,50953837130,94345074729847,Válido,Válido
james sharp,65,ACAUÃ,PI,58348449876,51452470302808,Válido,Válido
jamie day,59,ABATIÁ,PR,39772331900,31957319135900,Válido,Válido
sarah tyler,30,ANGRA DOS REIS,RJ,22112512420,39755966354570,Válido,Válido
michael baker,21,ACARI,RN,78892547682,57811868392844,Válido,Válido
jessica bridges,81,ALTA FLORESTA D'OESTE,RO,00563782030,75351290848191,Válido,Válido
jamie grimes,48,AMAJARI,RR,28305749231,45961757661240,Válido,Válido
jennifer barker,56,ACEGUÁ,RS,99203813225,30680443011095,Válido,Válido
debbie villegas,57,ABDON BATISTA,SC,86287356740,45468473472597,Válido,Válido
laura johnson,51,AMPARO DE SÃO FRANCISCO,SE,68432955175,29277295923082,Válido,Válido
justin bradley,22,ADAMANTINA,SP,41109453485,75140924505715,Válido,Válido
james hudson,76,ABREULÂNDIA,TO,65612392028,91028884091437,Válido,Válido
alec scott,69,ACRELÂNDIA,AC,68087725506,33417989636224,Válido,Válido
dennis weeks,42,ÁGUA BRANCA,AL,80354141007,25781308585787,Válido,Válido
jessica higgins,26,ALVARÃES,AM,78104540564,08265315714027,Válido,Válido
rebecca lawrence,60,SERRA DO NAVIO,AP,90780664400,65295900815381,Válido,Válido
ashley humphrey,34,ABAÍRA,BA,09731037365,84900175769910,Válido,Válido
julie gonzalez,26,ABAIARA,CE,10827237707,28313057565779,Válido,Válido
catherine weiss,67,Brasília,DF,24131025310,92828773161867,Válido,Válido
kimberly watkins,81,AFONSO CLÁUDIO,ES,13731618338,77002394918181,Válido,Válido
bridget henderson,78,ABADIA DE GOIÁS,GO,35825747095,66580915323990,Válido,Válido
william delacruz,40,AÇAILÂNDIA,MA,85749306526,77183842154387,Válido,Válido
robert williams,33,ABADIA DOS DOURADOS,MG,82147338397,25068651132644,Válido,Válido
tracy lee,61,ÁGUA CLARA,MS,80474539121,68516395858070,Válido,Válido
kylie gonzales,88,ACORIZAL,MT,16860212403,21183896463269,Válido,Válido
donald chan,71,ABAETETUBA,PA,75641541796,04764185757840,Válido,Válido
bailey walker,68,ÁGUA BRANCA,PB,85994734926,52673837193904,Válido,Válido
daniel hall,38,ABREU E LIMA,PE,99334279893,69196709533788,Válido,Válido
emma mckinney,29,ACAUÃ,PI,57882408590,49147945171528,Válido,Válido
julie wells,21,ABATIÁ,PR,17956479495,10717280467110,Válido,Válido
elizabeth ruiz,81,ANGRA DOS REIS,RJ,11451944780,42426994102150,Válido,Válido
ashley gonzalez,81,ACARI,RN,74692971541,66852716359751,Válido,Válido
rebecca smith,29,ALTA FLORESTA D'OESTE,RO,55908125261,88958895804491,Válido,Válido
john potts,76,AMAJARI,RR,81458974910,30392902654203,Válido,Válido
martha wilson,33,ACEGUÁ,RS,19200610960,91668489787634,Válido,Válido
michael jordan,23,ABDON BATISTA,SC,14199033904,41426860783343,Válido,Válido
dustin davis,24,AMPARO DE SÃO FRANCISCO,SE,48385355111,98516313502547,Válido,Válido
monica torres,47,ADAMANTINA,SP,59421329503,21078312459344,Válido,Válido
kathy lopez,69,ABREULÂNDIA,TO,02883888019,94426473356629,Válido,Válido
crystal bates,47,ACRELÂNDIA,AC,10186982640,02325856926030,Válido,Válido
alexa williams,58,ÁGUA BRANCA,AL,60132318504,76920049000477,Válido,Válido
katherine davis,53,ALVARÃES,AM,13713270090,18881061687389,Válido,Válido
thomas young,25,SERRA DO NAVIO,AP,21447824660,67786791484979,Válido,Válido
linda kent,62,ABAÍRA,BA,06032261751,51752412676554,Válido,Válido
david estes,82,ABAIARA,CE,83479729150,25242917041318,Válido,Válido
toni martinez,45,Brasília,DF,67993927293,50591714009650,Válido,Válido
andrea gates,35,AFONSO CLÁUDIO,ES,02142542085,22704735800500,Válido,Válido
paula fox,49,ABADIA DE GOIÁS,GO,10158114183,08351685967880,Válido,Válido
andrew arnold,85,AÇAILÂNDIA,MA,27687208790,94582326149502,Válido,Válido
david gonzales,55,ABADIA DOS DOURADOS,MG,47574498873,22596717798700,Válido,Válido
william jones,25,ÁGUA CLARA,MS,65072783197,90784509981999,Válido,Válido
barbara miles,74,ACORIZAL,MT,50754368386,73147759916404,Válido,Válido
erin elliott,64,ABAETETUBA,PA,41680335464,49534477559437,Válido,Válido
dawn hill,46,ÁGUA BRANCA,PB,49306420277,28551908085779,Válido,Válido
jessica carrillo,89,ABREU E LIMA,PE,38087893107,61357145703482,Válido,Válido
tina wilson,47,ACAUÃ,PI,47620667458,10456949619103,Válido,Válido
tiffany morrow,79,ABATIÁ,PR,61783522984,23210050442460,Válido,Válido
james dudley,74,ANGRA DOS REIS,RJ,13474575422,14665654323231,Válido,Válido
audrey ballard,46,ACARI,RN,18519188680,05440813310573,Válido,Válido
samuel higgins,38,ALTA FLORESTA D'OESTE,RO,11440352607,87066741276736,Válido,Válido
jamie mccormick,24,AMAJARI,RR,84844256149,98461785994230,Válido,Válido
brandon nichols,34,ACEGUÁ,RS,62493663500,49687932108505,Válido,Válido
sabrina cox,68,ABDON BATISTA,SC,38032123750,86341020272494,Válido,Válido
brendan holt,82,AMPARO DE SÃO FRANCISCO,SE,36565998400,83470851958892,Válido,Válido
brett torres,34,ADAMANTINA,SP,78958565020,02493144802992,Válido,Válido
michael green,59,ABREULÂNDIA,TO,78558520933,41912983837664,Válido,Válido
brandon taylor,47,ACRELÂNDIA,AC,15663227318,52025030485575,Válido,Válido
devin craig,73,ÁGUA BRANCA,AL,73441298179,46707537895755,Válido,Válido
jacqueline fitzpatrick,80,ALVARÃES,AM,94029855571,84153817532442,Válido,Válido
frank barnes,20,SERRA DO NAVIO,AP,78010331597,58955549898370,Válido,Válido
randall parrish,81,ABAÍRA,BA,96821957800,04161090954823,Válido,Válido
krista graves,45,ABAIARA,CE,47378756350,46895721905674,Válido,Válido
amanda riley,76,Brasília,DF,66563323740,71718566281001,Válido,Válido
alexandra miller,51,AFONSO CLÁUDIO,ES,94187122613,89388526142071,Válido,Válido
anne newton,62,ABADIA DE GOIÁS,GO,99517379439,25346306079716,Válido,Válido
christopher howard,88,AÇAILÂNDIA,MA,84974407066,80825384907116,Válido,Válido
larry gomez,63,ABADIA DOS DOURADOS,MG,34072700894,76836012285796,Válido,Válido
shelby brennan,79,ÁGUA CLARA,MS,76209718230,03480173083765,Válido,Válido
lori williams,81,ACORIZAL,MT,00505749904,65872644603405,Válido,Válido
louis bennett,62,ABAETETUBA,PA,88376221639,50569660543534,Válido,Válido
phyllis higgins,80,ÁGUA BRANCA,PB,72414358858,85632155180916,Válido,Válido
juan thompson,22,ABREU E LIMA,PE,71178734340,11133406711936,Válido,Válido
emily clark,25,ACAUÃ,PI,70099781077,06197763267742,Válido,Válido
gloria ross,34,ABATIÁ,PR,38752298434,87999023944502,Válido,Válido
donna white,53,ANGRA DOS REIS,RJ,89692616053,53243744530160,Válido,Válido
kelly lopez,57,ACARI,RN,92490045083,76672698833287,Válido,Válido
julie moore,53,ALTA FLORESTA D'OESTE,RO,68030228201,24446678623648,Válido,Válido
jade brock,31,AMAJARI,RR,88757030863,29199958371036,Válido,Válido
danielle houston,80,ACEGUÁ,RS,36182520647,08471181720580,Válido,Válido
benjamin ferguson,19,ABDON BATISTA,SC,08830379395,54680243486104,Válido,Válido
karen morales,74,AMPARO DE SÃO FRANCISCO,SE,07690520880,99386562445540,Válido,Válido
christopher vega,56,ADAMANTINA,SP,23566058009,23449836394104,Válido,Válido
lauren richards,27,ABREULÂNDIA,TO,22574300696,04902255720535,Válido,Válido
joshua perez,61,ACRELÂNDIA,AC,90832542911,78640773398140,Válido,Válido
sarah cole,84,ÁGUA BRANCA,AL,79963589235,60865235131515,Válido,Válido
robert martin,86,ALVARÃES,AM,17733162734,40272440033479,Válido,Válido
richard jackson,37,SERRA DO NAVIO,AP,25077156263,42673971574742,Válido,Válido
david allison,68,ABAÍRA,BA,53868543724,10110454724924,Válido,Válido
morgan nguyen,28,ABAIARA,CE,84062811707,91933642664013,Válido,Válido
phillip avila,87,Brasília,DF,11174194286,00595191968569,Válido,Válido
gabriela fernandez,64,AFONSO CLÁUDIO,ES,22869142064,26737170864664,Válido,Válido
rachel martin,44,ABADIA DE GOIÁS,GO,91726047601,16884209964919,Válido,Válido
danny walton,81,AÇAILÂNDIA,MA,31962041034,78467783370034,Válido,Válido
amber harris,39,ABADIA DOS DOURADOS,MG,52014252408,38722429859921,Válido,Válido
yvonne bauer,28,ÁGUA CLARA,MS,63336389518,86089041494521,Válido,Válido
frank hudson,33,ACORIZAL,MT,07312096484,72053095584947,Válido,Válido
todd callahan,62,ABAETETUBA,PA,10502368667,24523738817297,Válido,Válido
cassandra ford,21,ÁGUA BRANCA,PB,85946178440,67000907398656,Válido,Válido
amanda carter,89,ABREU E LIMA,PE,71664401555,13179159197793,Válido,Válido
keith pruitt,83,ACAUÃ,PI,00957598327,00703106204660,Válido,Válido
john leonard,85,ABATIÁ,PR,92070456218,40028646298753,Válido,Válido
brittany dalton,33,ANGRA DOS REIS,RJ,53677832446,24869161777464,Válido,Válido
barbara weeks,50,ACARI,RN,43274807036,07042882267012,Válido,Válido
